Rank,Player_ID,Name,Nationality,Birth_Year,Play_Hand,Backhand,is_ghost
,800590317,Charlie Sennhauser,SUI,,Unknown,Unknown,True
,800695974,Brandon Perry,IND,,Unknown,Unknown,True
,800725186,Praneel Sai Eswar,USA,,Unknown,Unknown,True
,800540121,Matvii Grybkov,UKR,,Unknown,Unknown,True
,800552699,Stjepan Bogdan,CRO,,Unknown,Unknown,True
,800685331,Moises Mata Uthman,VEN,,Unknown,Unknown,True
,800639036,Mateus Yakasilo,BRA,,Unknown,Unknown,True
,800640602,Mihnea Georgescu,ROU,,Unknown,Unknown,True
,800552896,Mikolaj Kowal,POL,,Unknown,Unknown,True
,800509305,Rafael Grosu,ROU,,Unknown,Unknown,True
,800736631,Krzysztof Plewa,POL,,Unknown,Unknown,True
,800590295,Jakub Wlodarczyk,POL,,Unknown,Unknown,True
,800526753,Bogdan Andrei Precupescu,ROU,,Unknown,Unknown,True
,800751429,Lautaro Rocha,ARG,,Unknown,Unknown,True
,800716247,Agustin Libre,ARG,,Unknown,Unknown,True
,800621210,Juan Ignacio Morresi,ARG,,Unknown,Unknown,True
,800711733,Juan Jeronimo Vallejo Rodriguez,ARG,,Unknown,Unknown,True
,800718128,Luis Felipe Garcia Quevedo,ARG,,Unknown,Unknown,True
,800647863,Hryhorii Isakov,UKR,,Unknown,Unknown,True
,800725666,Pedro Anton Ruibal,ESP,,Unknown,Unknown,True
,800816067,Benjamin Wagner,GER,,Unknown,Unknown,True
,800567824,Adriano Botta,ITA,,Unknown,Unknown,True
,800764558,Konstantin Weiland,AUT,,Unknown,Unknown,True
,800662452,Batu Dadak,TUR,,Unknown,Unknown,True
,800677177,Juan Escabias Perez De Madrid,ESP,,Unknown,Unknown,True
,800679016,Arin Menon,USA,,Unknown,Unknown,True
,800645900,Luis Acevedo,CHI,,Unknown,Unknown,True
,800678595,Julian Valenzuela,CHI,,Unknown,Unknown,True
,800674114,Giancarlo de Camargo Nardi,ITA,,Unknown,Unknown,True
,800742221,Alvaro Rueda,ESP,,Unknown,Unknown,True
,800593277,Gonzalo Fernandez,ESP,,Unknown,Unknown,True
,800541415,Dorian Salopek,CRO,,Unknown,Unknown,True
,800595452,Maksimilijan Aleksovski,MKD,,Unknown,Unknown,True
,800594318,Ramon Bover Llabres,ESP,,Unknown,Unknown,True
,800651957,Stylianos Stavrou,CYP,,Unknown,Unknown,True
,800570220,Joao Miguel Santana Rodrigues de Oliveira,BRA,,Unknown,Unknown,True
,800677192,Enzo Batista,BRA,,Unknown,Unknown,True
,800578721,Breno Braga,BRA,,Unknown,Unknown,True
,800595114,Pedro Garcia,BRA,,Unknown,Unknown,True
,800591553,Leonardo Machado Januario,BRA,,Unknown,Unknown,True
,800636667,Guilherme Moraes Alves Gracioli,BRA,,Unknown,Unknown,True
,800556544,Davi Savi,BRA,,Unknown,Unknown,True
,800571155,Thales Eduardo Andrade Sette,BRA,,Unknown,Unknown,True
,800638453,Darren Man Tai Loo,HKG,,Unknown,Unknown,True
,800722568,Luis Barlier,FRA,,Unknown,Unknown,True
,800710961,Ali Taghizadeh,IRI,,Unknown,Unknown,True
,800654599,bardia sharifi,IRI,,Unknown,Unknown,True
,800731663,Bardia Gholamrezaei,IRI,,Unknown,Unknown,True
,800636819,Mehrad Mansouri,IRI,,Unknown,Unknown,True
,800697929,ATAOLLAH FARAHNAK GHAZANI,IRI,,Unknown,Unknown,True
,800574758,Aleksandr Chistiakov,RUS,,Unknown,Unknown,True
,800696422,Christian Smith,RSA,,Unknown,Unknown,True
,800675822,AARAV VERMA,IND,,Unknown,Unknown,True
,800646558,Birk Arwedahl,SWE,,Unknown,Unknown,True
,800577681,Raymond Oduor,KEN,,Unknown,Unknown,True
,800569546,Charan Vardham,IND,,Unknown,Unknown,True
,800591164,Daniel Calver,RSA,,Unknown,Unknown,True
,800675515,Filip Martinovic,CZE,,Unknown,Unknown,True
,800729765,Emerson Pedro,ANG,,Unknown,Unknown,True
,800575290,Matis Vanderborght,BEL,,Unknown,Unknown,True
,800562725,Iaroslav Guliaev,RUS,,Unknown,Unknown,True
,800651598,Seif El Salawy,EGY,,Unknown,Unknown,True
,800523686,Bader Idrees,KSA,,Unknown,Unknown,True
,800529843,Stylianos Papamichael,CYP,,Unknown,Unknown,True
,800650869,Ali Moheb,EGY,,Unknown,Unknown,True
,800636619,Yassin Sheta,EGY,,Unknown,Unknown,True
,800568760,Zaid Shelbaya,JOR,,Unknown,Unknown,True
,800565534,Pedro Pinto,BRA,,Unknown,Unknown,True
,800624292,Omar Farahat,EGY,,Unknown,Unknown,True
,800725640,Kim SEUNGHO,KOR,,Unknown,Unknown,True
,800729473,Jayden Weng Bi,HKG,,Unknown,Unknown,True
,800670332,Calvin Jonathan Santoso,INA,,Unknown,Unknown,True
,800742942,Caleb DOUGLAS,AUS,,Unknown,Unknown,True
,800593753,Tae Hoon Kim,KOR,,Unknown,Unknown,True
,800586050,Hyung Tak Oh,KOR,,Unknown,Unknown,True
,800683076,Ian Kwon,USA,,Unknown,Unknown,True
,800774127,Manoel Guimaraes,BRA,,Unknown,Unknown,True
,800799247,Bruno Oscar Ayala Gallardo,ARG,,Unknown,Unknown,True
,800678194,Francisco Marconi,ARG,,Unknown,Unknown,True
,800721425,Mateo Batista,ARG,,Unknown,Unknown,True
,800622672,Manuel Brunengo,ARG,,Unknown,Unknown,True
,800636056,Carlos Alejandro Morante,VEN,,Unknown,Unknown,True
,800695150,Manuel Flechter,ISR,,Unknown,Unknown,True
,800659873,Ignacio Paolini,ARG,,Unknown,Unknown,True
,800635912,Rafael Kraether Genehr,BRA,,Unknown,Unknown,True
,800764292,Alimzhan Sailau,KAZ,,Unknown,Unknown,True
,800704279,Tamerlan Karimov,AZE,,Unknown,Unknown,True
,800670153,Nikoloz Meparidze,GEO,,Unknown,Unknown,True
,800654834,Marat Bekmukhanau,BLR,,Unknown,Unknown,True
,800763966,Jake Ting Long Hou,MAS,,Unknown,Unknown,True
,800598790,Atthadit Silaart,THA,,Unknown,Unknown,True
,800652146,yuya ando,JPN,,Unknown,Unknown,True
,800765228,Tatsuki Anjo,JPN,,Unknown,Unknown,True
,800692240,Jarrod Joyce,AUS,,Unknown,Unknown,True
,800579496,Ngai Hoi Cheung,HKG,,Unknown,Unknown,True
,800580533,Hye Geon Lim,KOR,,Unknown,Unknown,True
,800685143,Dohun Song,KOR,,Unknown,Unknown,True
,800679463,Taichi Wakamatsu,JPN,,Unknown,Unknown,True
,800688317,HIROMUNE UCHIDA,JPN,,Unknown,Unknown,True
,800622992,Kotaro Matsumura,JPN,,Unknown,Unknown,True
,800668150,Asahi Takahashi,JPN,,Unknown,Unknown,True
,800697730,YAMATO NISHIYAMA,JPN,,Unknown,Unknown,True
,800715042,Sohji Nishiyama,JPN,,Unknown,Unknown,True
,800724873,KOUTA WAKABAYASHI,JPN,,Unknown,Unknown,True
,800688975,Sota Yasue,JPN,,Unknown,Unknown,True
,800678588,KENTO NUKATA,JPN,,Unknown,Unknown,True
,800818668,Conrado Morel Rieder,PAR,,Unknown,Unknown,True
,800717013,Matias Castillo,CHI,,Unknown,Unknown,True
,800711379,Emiliano Madrid,ECU,,Unknown,Unknown,True
,800561270,Valentin Florez,ARG,,Unknown,Unknown,True
,800561684,Gabriel Castedo Grisi,BOL,,Unknown,Unknown,True
,800573162,Diego Alvarez Canedo,BOL,,Unknown,Unknown,True
,800754580,Fabio Di Loreto,VEN,,Unknown,Unknown,True
,800740332,Kwong Chuen Zuo,CHN,,Unknown,Unknown,True
,800781095,Sebastian Mandic,CAN,,Unknown,Unknown,True
,800573057,Raghav Amin,IND,,Unknown,Unknown,True
,800724704,Michael Gao,USA,,Unknown,Unknown,True
,800567608,Daniel Cristian Rila,USA,,Unknown,Unknown,True
,800771189,Connor Smith,CAN,,Unknown,Unknown,True
,800726531,Ilias Balafrej,MAR,,Unknown,Unknown,True
,800599001,Leopold Weishaupt,GER,,Unknown,Unknown,True
,800635889,Luuk Kroeskop,NED,,Unknown,Unknown,True
,800648548,Ben Hamilton,CAN,,Unknown,Unknown,True
,800802567,Michal Kijas,POL,,Unknown,Unknown,True
,800600752,Tomasz Garbacz,POL,,Unknown,Unknown,True
,800714092,Ignacy Skiba,POL,,Unknown,Unknown,True
,800693765,JULIAN CZAPIEWSKI,POL,,Unknown,Unknown,True
,800603191,Piotr Kowalik,POL,,Unknown,Unknown,True
,800698014,Antoni Sikora,POL,,Unknown,Unknown,True
,800522786,Kristians Koldvells,LAT,,Unknown,Unknown,True
,800589687,Rafaels Bacis,LAT,,Unknown,Unknown,True
,800645775,Joaquin Mendez,CHI,,Unknown,Unknown,True
,800798628,Valentino Mejia Deza,PER,,Unknown,Unknown,True
,800708729,Joaquin Ramirez,PER,,Unknown,Unknown,True
,800765086,Cristiano Jabra,BRA,,Unknown,Unknown,True
,800708695,Juan Diego Carpio Hurtado,PER,,Unknown,Unknown,True
,800584962,Lucas Trigo,BOL,,Unknown,Unknown,True
,800533672,Patrick Oscar Crespo Lima,BOL,,Unknown,Unknown,True
,800631993,Kelvin Walltin,SWE,,Unknown,Unknown,True
,800698589,Reinis Svarans,LAT,,Unknown,Unknown,True
,800695413,Brennan Foster,GBR,,Unknown,Unknown,True
,800672802,Fedir Zalievskyi,UKR,,Unknown,Unknown,True
,800734088,Kejun Deng,CHN,,Unknown,Unknown,True
,800662210,Albert Aznavuryan,ARM,,Unknown,Unknown,True
,800756048,Richard Minasyan,ARM,,Unknown,Unknown,True
,800697975,Matic Surla,SLO,,Unknown,Unknown,True
,800774688,Matej Bozicevic,CRO,,Unknown,Unknown,True
,800569342,Alessio Marcantognini,ITA,,Unknown,Unknown,True
,800707940,Valerio Bracci,ITA,,Unknown,Unknown,True
,800514436,Vuk Vukicevic,MNE,,Unknown,Unknown,True
,800745492,Ryunosuke Momose,JPN,,Unknown,Unknown,True
,800706746,Jesper Aarsen,NED,,Unknown,Unknown,True
,800591248,Raed Rizvie,SRI,,Unknown,Unknown,True
,800628195,Ilham Bakhshaliev,AZE,,Unknown,Unknown,True
,800529641,Ilias Lahlou,MAR,,Unknown,Unknown,True
,800589066,Ilyes Filali Tarass,MAR,,Unknown,Unknown,True
,800532505,Jules Caby,FRA,,Unknown,Unknown,True
,800562781,Adrien Joyer,FRA,,Unknown,Unknown,True
,800519046,Harry Leruth,BEL,,Unknown,Unknown,True
,800829307,Mochen Xu,CHN,,Unknown,Unknown,True
,800783656,Nazim Melikov,AZE,,Unknown,Unknown,True
,800667615,Artem Mykoluik,UKR,,Unknown,Unknown,True
,800702886,Varissaroj Lertbuntanawongse,THA,,Unknown,Unknown,True
,800579838,Noah Held,GER,,Unknown,Unknown,True
,800738725,Adrian Jimenez Gordillo,ESP,,Unknown,Unknown,True
,800541411,Ege Yavuz Yenilmez,TUR,,Unknown,Unknown,True
,800716640,Jyle Daniel Landicho,PHI,,Unknown,Unknown,True
,800706160,Hirad Asim,IRI,,Unknown,Unknown,True
,800724165,Yuki Nishizawa,JPN,,Unknown,Unknown,True
,800707083,Michael Smith,AUS,,Unknown,Unknown,True
,800676828,Aiden Lim,AUS,,Unknown,Unknown,True
,800648118,Lucas Ebert,GBR,,Unknown,Unknown,True
,800773578,Joshua Hyun Dam Bang,KOR,,Unknown,Unknown,True
,800792566,Nathanael Campos,SGP,,Unknown,Unknown,True
,800743682,Zecheng Pan,CHN,,Unknown,Unknown,True
,800572500,Shun Wakino,JPN,,Unknown,Unknown,True
,800572479,Stefan Mos,NED,,Unknown,Unknown,True
,800651447,Taku Ito,JPN,,Unknown,Unknown,True
,800557618,Kenta Kawada,JPN,,Unknown,Unknown,True
,800713671,KOHEI KONISHI,JPN,,Unknown,Unknown,True
,800682844,Agashi Kubota,JPN,,Unknown,Unknown,True
,800687143,Yutaro Hibino,JPN,,Unknown,Unknown,True
,800760193,Hong Kai Fang,TPE,,Unknown,Unknown,True
,800594016,Seung Woo Han,KOR,,Unknown,Unknown,True
,800707997,Alexandre Justin Coyiuto,PHI,,Unknown,Unknown,True
,800593965,Yu-Cheng Tsai,TPE,,Unknown,Unknown,True
,800712920,SHANG-EN KAO,TPE,,Unknown,Unknown,True
,800755846,WEN CHIEH LIN,TPE,,Unknown,Unknown,True
,800736682,Teng-Chung Chang,TPE,,Unknown,Unknown,True
,800661995,Ni Che Sun,TPE,,Unknown,Unknown,True
,800704951,Lawrence Yang Jr,TPE,,Unknown,Unknown,True
,800622085,Bo Shi Lee,TPE,,Unknown,Unknown,True
,800710945,KAI-LIN LIANG,TPE,,Unknown,Unknown,True
,800663202,Diordan Macababbad,AUS,,Unknown,Unknown,True
,800650465,Jaydon Barki,INA,,Unknown,Unknown,True
,800580371,Yik Hin Brandon Wong,HKG,,Unknown,Unknown,True
,800757983,Kota Mihara,JPN,,Unknown,Unknown,True
,800680238,Ulrik Ursin Nygaard,NOR,,Unknown,Unknown,True
,800603684,ori Hillel,ISR,,Unknown,Unknown,True
,800764597,nawaf almohannadi,QAT,,Unknown,Unknown,True
,800777552,Kamondanai Singsrikarn,THA,,Unknown,Unknown,True
,800562301,Jordi Moure,ESP,,Unknown,Unknown,True
,800694658,Alessandro Califano,ITA,,Unknown,Unknown,True
,800566266,Afonso Goncalves,POR,,Unknown,Unknown,True
,800756681,Goncalo Borges,POR,,Unknown,Unknown,True
,800709988,IOAN ALEXANDRU MANITA,ROU,,Unknown,Unknown,True
,800670593,William Olsson,SWE,,Unknown,Unknown,True
,800749904,Mohamed Anes Chouki,ALG,,Unknown,Unknown,True
,800672146,Mattia Salvatore Tartaglia,ITA,,Unknown,Unknown,True
,800631183,Diego Jimenez Gomez,ESP,,Unknown,Unknown,True
,800691780,Houcem Khemiri,TUN,,Unknown,Unknown,True
,800787256,Mathis Bartolomeo,FRA,,Unknown,Unknown,True
,800696204,Yassine ALLANI,TUN,,Unknown,Unknown,True
,800733864,Nicolas Balzola Vilches,ESP,,Unknown,Unknown,True
,800551495,Rares Iliescu,ROU,,Unknown,Unknown,True
,800650934,Gianluca Mondini,ITA,,Unknown,Unknown,True
,800660649,Ismail Abid,TUN,,Unknown,Unknown,True
,800654363,Adryan Ballestero,FRA,,Unknown,Unknown,True
,800693896,Amine Nessai,ALG,,Unknown,Unknown,True
,800594038,Pier Gazzola,ITA,,Unknown,Unknown,True
,800713715,Jonathan Edward,EGY,,Unknown,Unknown,True
,800572800,Erwann Bouchet,FRA,,Unknown,Unknown,True
,800541714,Mohamed Hedi BRAHAM,TUN,,Unknown,Unknown,True
,800704595,Alejandro Guardia,ESP,,Unknown,Unknown,True
,800592864,Otto Malmstrom,SWE,,Unknown,Unknown,True
,800513335,Enes Kocu,TUR,,Unknown,Unknown,True
,800530850,Theo Herrmann,FRA,,Unknown,Unknown,True
,800567268,Noa Forste Dinell,SWE,,Unknown,Unknown,True
,800621184,Mostafa Mohamed,EGY,,Unknown,Unknown,True
,800506921,Seth Sadikov,USA,,Unknown,Unknown,True
,800517388,Curzio Manucci,ITA,,Unknown,Unknown,True
,800515813,Ivo Isqueiro,POR,,Unknown,Unknown,True
,800506181,Vicente Faria,POR,,Unknown,Unknown,True
,800541464,William Kell,IRL,,Unknown,Unknown,True
,800646337,Joao Menano,POR,,Unknown,Unknown,True
,800696383,Hugo Sanz Muela,ESP,,Unknown,Unknown,True
,800532078,Francisco Vilaca,POR,,Unknown,Unknown,True
,800599137,Rafael Miranda,POR,,Unknown,Unknown,True
,800537350,Freddy Stephan,LBN,,Unknown,Unknown,True
,800661448,Maxim Olar,RUS,,Unknown,Unknown,True
,800509355,Semen Batin,RUS,,Unknown,Unknown,True
,800782372,Li Xiang,CHN,,Unknown,Unknown,True
,800741308,Tianlin Xie,CHN,,Unknown,Unknown,True
,800634861,Rui Xie,CHN,,Unknown,Unknown,True
,800687778,Bolin Zhao,CHN,,Unknown,Unknown,True
,800715714,Deron Dumas,TTO,,Unknown,Unknown,True
,800730132,Jackson Rich,USA,,Unknown,Unknown,True
,800729800,Peyton Barrett,USA,,Unknown,Unknown,True
,800723530,Jeffrey Safir,USA,,Unknown,Unknown,True
,800643249,Jim Alexander De Leon Aquino,DOM,,Unknown,Unknown,True
,800749078,Zhenhua Liu,CHN,,Unknown,Unknown,True
,800580619,Seunghwan Yu,KOR,,Unknown,Unknown,True
,800584900,Kwong Wai Aengus Ma,HKG,,Unknown,Unknown,True
,800548401,Ayden Shah Deen Heshaam,MAS,,Unknown,Unknown,True
,800600039,Jovan Bjelobrk,SRB,,Unknown,Unknown,True
,800664317,Diego Martinovic,CRO,,Unknown,Unknown,True
,800570463,Noa Levak,CRO,,Unknown,Unknown,True
,800649276,Zsombor Attila Varga,HUN,,Unknown,Unknown,True
,800595319,Samuele Righetti,ITA,,Unknown,Unknown,True
,800714530,LUCAS MELONE,ITA,,Unknown,Unknown,True
,800570837,Aleksandar Zikic,SRB,,Unknown,Unknown,True
,800600364,Stefan Nikolic,SRB,,Unknown,Unknown,True
,800544709,Andrei - Tudor Alexandru,ROU,,Unknown,Unknown,True
,800717906,Panagiotis Dosis,GRE,,Unknown,Unknown,True
,800544156,David Guta,ROU,,Unknown,Unknown,True
,800572740,Ognjen Milenovic,SRB,,Unknown,Unknown,True
,800649269,Harry Bassett,NZL,,Unknown,Unknown,True
,800773746,Edward Bassett,NZL,,Unknown,Unknown,True
,800782044,Aadithya Pai,AUS,,Unknown,Unknown,True
,800761464,Arya Dubey,AUS,,Unknown,Unknown,True
,800738340,Danny Yan,AUS,,Unknown,Unknown,True
,800770900,George Lyons,NZL,,Unknown,Unknown,True
,800754239,Riley Breen,NZL,,Unknown,Unknown,True
,800823215,Hunter Udis,USA,,Unknown,Unknown,True
,800775538,hugo Villoing,FRA,,Unknown,Unknown,True
,800681090,Miguel Bechtlufft Cardoso,BRA,,Unknown,Unknown,True
,800665171,Vicente Couto,POR,,Unknown,Unknown,True
,800695223,Luciano Hernandez Ramirez,MEX,,Unknown,Unknown,True
,800705758,Junqi Chang,CHN,,Unknown,Unknown,True
,800705424,Ewan KERGOSIEN,FRA,,Unknown,Unknown,True
,800732743,Luca Sageder,AUT,,Unknown,Unknown,True
,800804331,Shayan Muhammad,PAK,,Unknown,Unknown,True
,800760160,Viraj Choudhary Viraj Choudhary,IND,,Unknown,Unknown,True
,800602443,Jaewoo Park,KOR,,Unknown,Unknown,True
,800754850,Hanbo Xu,CHN,,Unknown,Unknown,True
,800650446,Donggeon Kim,KOR,,Unknown,Unknown,True
,800672050,Roger Wirawan,INA,,Unknown,Unknown,True
,800715864,Yassin Nessim,EGY,,Unknown,Unknown,True
,800701846,JEAN PAUL GLOIRE MALOUTA,CGO,,Unknown,Unknown,True
,800661681,Youssef Youssef,EGY,,Unknown,Unknown,True
,800576419,Marwan Ghobara,EGY,,Unknown,Unknown,True
,800649521,Hesham Abdelrahman Kamel,EGY,,Unknown,Unknown,True
,800722506,Ayman Younis,PLE,,Unknown,Unknown,True
,800621841,Ali Faizy,EGY,,Unknown,Unknown,True
,800627539,Ali Eid,EGY,,Unknown,Unknown,True
,800582153,Rudra Raj,IND,,Unknown,Unknown,True
,800576322,Christian Streicher,AUT,,Unknown,Unknown,True
,800697568,Mohammed amir Ballouchy,MAR,,Unknown,Unknown,True
,800790873,Mohamed Anas Saadaoui Saadaoui,TUN,,Unknown,Unknown,True
,800645899,Finlay Whitrow,GBR,,Unknown,Unknown,True
,800566830,Emir Yuksektas,TUR,,Unknown,Unknown,True
,800654540,Ilia Jafar,IRI,,Unknown,Unknown,True
,800694588,Rishi Ragav Janakaraj,IND,,Unknown,Unknown,True
,800676056,Aaryan Khimasia,KEN,,Unknown,Unknown,True
,800736076,Yabsera Alemsged Weshenyehe,ETH,,Unknown,Unknown,True
,800825085,Nicholas Cibu,CAN,,Unknown,Unknown,True
,800804912,UDAIJOT SANGHA,USA,,Unknown,Unknown,True
,800625943,Manato Uchida,JPN,,Unknown,Unknown,True
,800758665,Jack Casciato,USA,,Unknown,Unknown,True
,800600029,Kyle Loh,HKG,,Unknown,Unknown,True
,800682899,Lucas Popa,CAN,,Unknown,Unknown,True
,800684490,Ben Chernin,CAN,,Unknown,Unknown,True
,800530098,Adam Bojkovic,USA,,Unknown,Unknown,True
,800830870,Jason Huang,CAN,,Unknown,Unknown,True
,800547729,Alexander Nordal Clausen,DEN,,Unknown,Unknown,True
,800598269,Pablo Paternostro,USA,,Unknown,Unknown,True
,800625122,Emilio Zavala Salinas,MEX,,Unknown,Unknown,True
,800622266,Juan Pablo Garzon Reyes,MEX,,Unknown,Unknown,True
,800598504,Gijs Fidler,ARU,,Unknown,Unknown,True
,800583045,Ray Xie,CAN,,Unknown,Unknown,True
,800681715,Remi St-Laurent,CAN,,Unknown,Unknown,True
,800742602,Bo Zhen Wu,CHN,,Unknown,Unknown,True
,800687499,Gun Song,KOR,,Unknown,Unknown,True
,800704486,Raphael Kalyuzhnov,KAZ,,Unknown,Unknown,True
,800786438,Zhuan Xiao,CHN,,Unknown,Unknown,True
,800601591,MATEO VICTOR RIVAS,PHI,,Unknown,Unknown,True
,800733292,Ming Yu Ko,TPE,,Unknown,Unknown,True
,800795178,John Benedict Aguilar,PHI,,Unknown,Unknown,True
,800684795,Patham Laosakulporn,THA,,Unknown,Unknown,True
,800660921,Advik Natekar,IND,,Unknown,Unknown,True
,800750872,Conrad Plum,GBR,,Unknown,Unknown,True
,800733725,Xieshenteng Liang,CHN,,Unknown,Unknown,True
,800599891,Wenze Li,CHN,,Unknown,Unknown,True
,800756251,Yaoyu Yang,CHN,,Unknown,Unknown,True
,800773333,denizz penciu,TUR,,Unknown,Unknown,True
,800594780,Oliver Hradilek,SVK,,Unknown,Unknown,True
,800657136,Jakub Hrasek,CZE,,Unknown,Unknown,True
,800632344,Uri Gilon,ISR,,Unknown,Unknown,True
,800632644,Cyprien Cottin,FRA,,Unknown,Unknown,True
,800569932,Leonardo Vrontis,CYP,,Unknown,Unknown,True
,800841368,Magnus Munkacsi,NZL,,Unknown,Unknown,True
,800672164,REI SATO,JPN,,Unknown,Unknown,True
,800808976,Yamato Okabe,JPN,,Unknown,Unknown,True
,800743000,Darren Tjen,INA,,Unknown,Unknown,True
,800706826,Erlandio Bahy Atmajaya Murdianto,INA,,Unknown,Unknown,True
,800631172,Muhammad Hamza Ali Rizwan,PAK,,Unknown,Unknown,True
,800745743,TAIGA OKIMOTO,JPN,,Unknown,Unknown,True
,800598735,Shinosuke Kono,JPN,,Unknown,Unknown,True
,800738513,Patricio Quintana Zapata,MEX,,Unknown,Unknown,True
,800736235,Luka Baptista,BRA,,Unknown,Unknown,True
,800791718,Matteo Ortega Arenas,MEX,,Unknown,Unknown,True
,800650645,Samuel Candelas,MEX,,Unknown,Unknown,True
,800688640,Samuel Borrego,MEX,,Unknown,Unknown,True
,800732932,Leonardo Montellano,MEX,,Unknown,Unknown,True
,800561237,Jose Antonio Ribadeneira,ECU,,Unknown,Unknown,True
,800621899,Nicolas Serrano Garibay,MEX,,Unknown,Unknown,True
,800642998,Juan Carlos Fuentes Vasquez,ESA,,Unknown,Unknown,True
,800732880,Rhys Spano,USA,,Unknown,Unknown,True
,800676816,Andres Hernandez Chavero,MEX,,Unknown,Unknown,True
,800682254,Isaac Wolff,SWE,,Unknown,Unknown,True
,800655203,Luciano Valerga,PER,,Unknown,Unknown,True
,800788012,Fernando Barrenechea,BOL,,Unknown,Unknown,True
,800807710,Dylan Varughese,USA,,Unknown,Unknown,True
,800686465,Caetano Luzzi,BRA,,Unknown,Unknown,True
,800780543,Ido Goren,USA,,Unknown,Unknown,True
,800756189,Pranay Sharma,IND,,Unknown,Unknown,True
,800654978,Gunnar Oliver Krite Castellanos,MEX,,Unknown,Unknown,True
,800677707,Andres Alatorre,MEX,,Unknown,Unknown,True
,800779167,Arturo Bojalil,MEX,,Unknown,Unknown,True
,800765246,Jakub Kowalski,POL,,Unknown,Unknown,True
,800745787,Adam Dabrowski,POL,,Unknown,Unknown,True
,800668497,Nooa Jaernefelt,FIN,,Unknown,Unknown,True
,800571522,Antoni Wieczorek,POL,,Unknown,Unknown,True
,800689936,Edvin Kraft,SWE,,Unknown,Unknown,True
,800597131,Egor Rybakov,FIN,,Unknown,Unknown,True
,800577745,Samuel Olmaru,EST,,Unknown,Unknown,True
,800530190,Fatih Sisic,BIH,,Unknown,Unknown,True
,800834950,Nicholas Scott,AUS,,Unknown,Unknown,True
,800656683,mohamed elsheikh,EGY,,Unknown,Unknown,True
,800564423,Andras Nandor Zsembery,HUN,,Unknown,Unknown,True
,800710405,Federico Paci,ITA,,Unknown,Unknown,True
,800734223,Hamza Elakkad,EGY,,Unknown,Unknown,True
,800369028,Johannes Snyman,RSA,,Unknown,Unknown,True
,800595361,Teano Balducci,FRA,,Unknown,Unknown,True
,800656454,Adham Aly,EGY,,Unknown,Unknown,True
,800564385,Markus Rocens,LAT,,Unknown,Unknown,True
,800714458,Ismaeel Esmat,EGY,,Unknown,Unknown,True
,800639519,Omar Mohammed Farag,EGY,,Unknown,Unknown,True
,800738385,Yabsira Geday,ETH,,Unknown,Unknown,True
,800689857,Alexandre Collin,CAN,,Unknown,Unknown,True
,800683825,Alexis Viau,CAN,,Unknown,Unknown,True
,800682282,Francois-Alexandre Rimbaud,FRA,,Unknown,Unknown,True
,800561512,Nils Guyot,GLP,,Unknown,Unknown,True
,800700899,Adrien Weladji-Chebahi,FRA,,Unknown,Unknown,True
,800740310,Axel Picord,FRA,,Unknown,Unknown,True
,800659824,Nicolas Arredondo,MEX,,Unknown,Unknown,True
,800680558,Krish Reddy Kollana,USA,,Unknown,Unknown,True
,800626252,Adam King,BAR,,Unknown,Unknown,True
,800748697,Lucas Conner,USA,,Unknown,Unknown,True
,800749225,Noah Kohn,USA,,Unknown,Unknown,True
,800749484,Brayden Amey,USA,,Unknown,Unknown,True
,800657234,Jovan Lubbe,RSA,,Unknown,Unknown,True
,800629659,Miles Kennedy,USA,,Unknown,Unknown,True
,800714361,Timothy Rankine,JAM,,Unknown,Unknown,True
,800599589,Jamar Parkinson,JAM,,Unknown,Unknown,True
,800653960,Joey Audiche,EGY,,Unknown,Unknown,True
,800597914,Nikita Gribyakin,EST,,Unknown,Unknown,True
,800561766,Saveliy Ivanov,RUS,,Unknown,Unknown,True
,800670632,Mahmoud Mohamed Mahmoud Zahran,EGY,,Unknown,Unknown,True
,800646559,Mustafa Said,CAN,,Unknown,Unknown,True
,800752553,Ty Campbell,CAN,,Unknown,Unknown,True
,800565417,Pavel Vysotin,UKR,,Unknown,Unknown,True
,800683587,Saidumar Saidakbarov,UZB,,Unknown,Unknown,True
,800750617,Mikita Liohki,USA,,Unknown,Unknown,True
,800755493,Sipon Tatiyamaneekul,THA,,Unknown,Unknown,True
,800715668,Gaobo Zhang,CHN,,Unknown,Unknown,True
,800651749,HARUKI MIZUNO,JPN,,Unknown,Unknown,True
,800559097,Soma Fukuhara,JPN,,Unknown,Unknown,True
,800690690,Yuki Kani,JPN,,Unknown,Unknown,True
,800555370,Nagamitsu Kuroda,JPN,,Unknown,Unknown,True
,800693740,Napat Narongdej,THA,,Unknown,Unknown,True
,800687409,KITTO MOCHIZUKI,JPN,,Unknown,Unknown,True
,800561384,Kouki Oka,JPN,,Unknown,Unknown,True
,800575913,Woojun Kang,KOR,,Unknown,Unknown,True
,800785402,Aryan Phogat,IND,,Unknown,Unknown,True
,800699282,ARJUN KIRRTANE,IND,,Unknown,Unknown,True
,800643361,Lithum Jayabandu,SRI,,Unknown,Unknown,True
,800556276,Nithila Goonetilleke,SRI,,Unknown,Unknown,True
,800705837,MOHD SHEES,IND,,Unknown,Unknown,True
,800587048,Jason David,IND,,Unknown,Unknown,True
,800594001,Debarshi Sen,IND,,Unknown,Unknown,True
