Rank,Player_ID,Name,Nationality,Birth_Year,Play_Hand,Backhand,is_ghost
,800595813,Matej Sikirica,CRO,,Unknown,Unknown,True
,800570444,Hrvoje Maric,CRO,,Unknown,Unknown,True
,800725334,Evann Dupuy,FRA,,Unknown,Unknown,True
,800536006,Hugo De Grande,FRA,,Unknown,Unknown,True
,800540730,Edoardo Santoni,ITA,,Unknown,Unknown,True
,800562270,Damien Treil,FRA,,Unknown,Unknown,True
,800626416,Noah Riccitelli,SUI,,Unknown,Unknown,True
,800651427,Nicholas Reeves,USA,,Unknown,Unknown,True
,800720062,Jason Fan,CAN,,Unknown,Unknown,True
,800764201,Blake Khotin-Fialkov,CAN,,Unknown,Unknown,True
,800653562,Kai Owen,BAR,,Unknown,Unknown,True
,800665425,Sebastian Papp,USA,,Unknown,Unknown,True
,800621026,Nicholas Ready,TTO,,Unknown,Unknown,True
,800737369,Pedro Neris,BRA,,Unknown,Unknown,True
,800826808,Jacob Kharlip,CAN,,Unknown,Unknown,True
,800774312,Alberto Trejos,CRC,,Unknown,Unknown,True
,800732105,Roberto Zuniga,CRC,,Unknown,Unknown,True
,800831973,Qi Jing,CHN,,Unknown,Unknown,True
,800746050,Alejandro gomez,BOL,,Unknown,Unknown,True
,800767644,Enzo Freitas,BRA,,Unknown,Unknown,True
,800599625,Gabriel Itikawa Perini,BRA,,Unknown,Unknown,True
,800766294,Delfry David Veras Leon,DOM,,Unknown,Unknown,True
,800690163,Mukkesh Sabaresh Vijay Shankar,IND,,Unknown,Unknown,True
,800747998,Carlos Gutierrez,USA,,Unknown,Unknown,True
,800829257,Lachlan Rushton,USA,,Unknown,Unknown,True
,800733052,Aj Khalil,USA,,Unknown,Unknown,True
,800696901,Manel Adechokan Cornil ALAO,BEN,,Unknown,Unknown,True
,800492027,Rustam Sarmanov,KAZ,,Unknown,Unknown,True
,800639263,samandar qodirov,UZB,,Unknown,Unknown,True
,800726885,Francesco Padilla,USA,,Unknown,Unknown,True
,800566071,Denis Krakovsky,CZE,,Unknown,Unknown,True
,800747516,Petar Djugomanov,MKD,,Unknown,Unknown,True
,800648914,Rodion Mardar,MDA,,Unknown,Unknown,True
,800547881,Alexandru Stefan Gall,ROU,,Unknown,Unknown,True
,800714183,MICHEL DIAMANT BALOGUN,COD,,Unknown,Unknown,True
,800591180,Osca Wood,GBR,,Unknown,Unknown,True
,800801229,Dotou Vitondin Sidoine Fassinou,BEN,,Unknown,Unknown,True
,800687396,Miguel Ngounou simo,CMR,,Unknown,Unknown,True
,800714491,Peru Bayo,ESP,,Unknown,Unknown,True
,800724560,Vlad Jensen,SWE,,Unknown,Unknown,True
,800732099,Erik Gahnstrom,SWE,,Unknown,Unknown,True
,800777684,Movits Gustav Hallen,SWE,,Unknown,Unknown,True
,800793184,Kalle Persson,SWE,,Unknown,Unknown,True
,800639003,Ilias Vantolas,SWE,,Unknown,Unknown,True
,800829409,Angel Uriel Herrera Esparragoza,MEX,,Unknown,Unknown,True
,800760406,Bahtiyor Isroilzoda,RUS,,Unknown,Unknown,True
,800705819,Bekhruz Boboaliev,RUS,,Unknown,Unknown,True
,800661301,Timur Nazarov,UZB,,Unknown,Unknown,True
,800687630,Xiran Pu,CHN,,Unknown,Unknown,True
,800583827,Julian Tay,SGP,,Unknown,Unknown,True
,800815300,Franciszek Szepel,POL,,Unknown,Unknown,True
,800783879,Ivan Korolkevych,UKR,,Unknown,Unknown,True
,800624089,Franciszek Mataczynski,POL,,Unknown,Unknown,True
,800672169,Piotr Voigt,POL,,Unknown,Unknown,True
,800753693,Justin Xian,FIN,,Unknown,Unknown,True
,800676298,Alex Buibas,ROU,,Unknown,Unknown,True
,800742203,Ben Moustapha Toure,CIV,,Unknown,Unknown,True
,800654009,Youssef Idboufous,MAR,,Unknown,Unknown,True
,800576318,Alex Matthew Fernandez,ESP,,Unknown,Unknown,True
,800728471,Maximilian Maria Pacetti Smith,ITA,,Unknown,Unknown,True
,800660078,Lucas BABEL,FRA,,Unknown,Unknown,True
,800675746,Pierre-Olivier GANTY,FRA,,Unknown,Unknown,True
,800738927,Denzel Luther,GUY,,Unknown,Unknown,True
,800751620,JAVED DOWLAT,TTO,,Unknown,Unknown,True
,800699922,Arnaud Montpetit,CAN,,Unknown,Unknown,True
,800830516,Zayd Joosab,AUS,,Unknown,Unknown,True
,800735651,Shaurya Ghodke,IND,,Unknown,Unknown,True
,800763984,Tom Hillman,AUS,,Unknown,Unknown,True
,800712064,Daniel Bosco Wilfred,AUS,,Unknown,Unknown,True
,800564175,Patrik Zoldak,CZE,,Unknown,Unknown,True
,800818555,Xinhao Ye,USA,,Unknown,Unknown,True
,800780319,Jinkang Huang,CHN,,Unknown,Unknown,True
,800742691,Kgosi Tomeletso,BOT,,Unknown,Unknown,True
,800824149,De Witt Bergh,NAM,,Unknown,Unknown,True
,800733912,Hriday Kambaran,RSA,,Unknown,Unknown,True
,800836037,Nicolas Obrien Schwartz,USA,,Unknown,Unknown,True
,800752734,Niijima Issa,JPN,,Unknown,Unknown,True
,800589104,Arsya Philo Wisyesa Putra Sjarifuddin,INA,,Unknown,Unknown,True
,800578249,Audric Madyapanna,INA,,Unknown,Unknown,True
,800742095,Diva Aulia Ridho Hamzah,INA,,Unknown,Unknown,True
,800598721,Louis Maha Viro Deo Tarigan,INA,,Unknown,Unknown,True
,800671279,Jesua Marchello Beauchamp Tahu,INA,,Unknown,Unknown,True
,800705146,Rezel Kala Mornee Kanigoro,INA,,Unknown,Unknown,True
,800673832,Mustafa Kashif,CAN,,Unknown,Unknown,True
,800636241,Luis Santiago Miranda Jove,BOL,,Unknown,Unknown,True
,800621536,VICENTE MUNOZ,CHI,,Unknown,Unknown,True
,800717206,Lucas Benjamin Herrera Gonzalez,CHI,,Unknown,Unknown,True
,800557337,LUCIANO VALENTIN VEDIA VILLEGAS,BOL,,Unknown,Unknown,True
,800700648,Shashank Reddy Pennabadi,IND,,Unknown,Unknown,True
,800576778,Adrian Reyes Sotomayor,PER,,Unknown,Unknown,True
,800665822,VIKTOR DEZHKIN,UKR,,Unknown,Unknown,True
,800805390,Maxim Frumin,USA,,Unknown,Unknown,True
,800808416,Esteban Aguilera Wolff,MEX,,Unknown,Unknown,True
,800808390,Juan Benito,ESP,,Unknown,Unknown,True
,800724719,Filip Kremser,CZE,,Unknown,Unknown,True
,800520440,Mateusz Lambert,POL,,Unknown,Unknown,True
,800741198,Ben Messerli,SUI,,Unknown,Unknown,True
,800753816,Martin Marko,SVK,,Unknown,Unknown,True
,800732585,Kyan L'ami,NED,,Unknown,Unknown,True
,800672843,LEONARDO TOMBOLINI,ITA,,Unknown,Unknown,True
,800646385,Junwon Choi,KOR,,Unknown,Unknown,True
,800762896,Mikhail KHegay,KAZ,,Unknown,Unknown,True
,800654070,Ivan Bondarenko,KAZ,,Unknown,Unknown,True
,800646128,THITIPHAN LERTKAMOLSIN,THA,,Unknown,Unknown,True
,800740420,Muhammad Gulahmadov,TJK,,Unknown,Unknown,True
,800623296,Imran Ahundov,TKM,,Unknown,Unknown,True
,800660577,SAIDAMIRKHON SAIDAZIMOV,UZB,,Unknown,Unknown,True
,800510050,Vadim Maltsev,KAZ,,Unknown,Unknown,True
,800601949,Arkhip Tokmakov,RUS,,Unknown,Unknown,True
,800661203,JOSE ALEJANDRO FRANCISCO BAEZ,DOM,,Unknown,Unknown,True
,800789809,Preston Shawcross,AUS,,Unknown,Unknown,True
,800770138,Dawid fourie,RSA,,Unknown,Unknown,True
,800734220,Dante Konrad Rix,RSA,,Unknown,Unknown,True
,800729072,John Hyun Gyum Bang,KOR,,Unknown,Unknown,True
,800794740,Antonio Jr Ng,PHI,,Unknown,Unknown,True
,800584753,Zarif Abrar,BAN,,Unknown,Unknown,True
,800785777,Safwan Saame Dreek,BAN,,Unknown,Unknown,True
,800577062,Muhammad Haider Ali Rizwan,PAK,,Unknown,Unknown,True
,800777483,Samuel Lonergan,USA,,Unknown,Unknown,True
,800786795,Elijah Yong,MAS,,Unknown,Unknown,True
,800683480,Ryan Tan Ei Jey,MAS,,Unknown,Unknown,True
,800733199,Benjamin SHIE,SGP,,Unknown,Unknown,True
,800637177,Yasharth Chaddha,IND,,Unknown,Unknown,True
,800845519,Jawad Bhuiyan,BAN,,Unknown,Unknown,True
,800767593,Nadim Mollah,BAN,,Unknown,Unknown,True
,800699436,Nassaf Ahmed Nasir,BAN,,Unknown,Unknown,True
,800766403,Ajmain Mahtab,BAN,,Unknown,Unknown,True
,800748535,Kei Okuno,JPN,,Unknown,Unknown,True
,800792009,Charlie Harris,GBR,,Unknown,Unknown,True
,800693474,Zak kirnon,GBR,,Unknown,Unknown,True
,800670109,David Gluhovsky,GBR,,Unknown,Unknown,True
,800819901,Claude-Paris Rizalda,IRL,,Unknown,Unknown,True
,800713280,James Evans,IRL,,Unknown,Unknown,True
,800700085,Zachary Leger,SUI,,Unknown,Unknown,True
,800767497,MOHAMED BOUASID,MAR,,Unknown,Unknown,True
,800758325,JAVIER D CASTILLO A,VEN,,Unknown,Unknown,True
,800774708,Roberto Aguirre,MEX,,Unknown,Unknown,True
,800739058,Arthur Lobao Tinoco De Lacerda,BRA,,Unknown,Unknown,True
,800712988,Ilye Fabian Martinez,ARU,,Unknown,Unknown,True
,800786788,Connor Krow,USA,,Unknown,Unknown,True
,800678870,Mateo Montoya,ARG,,Unknown,Unknown,True
,800686757,Alexander Fook-Knowles,GBR,,Unknown,Unknown,True
,800735502,Emil Curovic,SWE,,Unknown,Unknown,True
,800783144,Nejc Laznik,SLO,,Unknown,Unknown,True
,800700084,Jayven Andrew Ryan Jean Baptiste,HAI,,Unknown,Unknown,True
,800811136,Shun Hishiki,JPN,,Unknown,Unknown,True
,800745744,REON OKIMOTO,JPN,,Unknown,Unknown,True
,800711302,Wataru Okumura,JPN,,Unknown,Unknown,True
,800788109,Taishiro Takamori,JPN,,Unknown,Unknown,True
,800667760,YUKI KAZAMA,JPN,,Unknown,Unknown,True
,800678645,Kensui Komura,JPN,,Unknown,Unknown,True
,800702855,Isaac Swann,AUS,,Unknown,Unknown,True
,800566082,Sarav Saggu,AUS,,Unknown,Unknown,True
,800716997,Akith De Silva,AUS,,Unknown,Unknown,True
,800710598,ido moshe,ISR,,Unknown,Unknown,True
,800548176,Ethan Denzel Sibanda,ZIM,,Unknown,Unknown,True
,800599405,Franswillem Van Der Merwe,RSA,,Unknown,Unknown,True
,800650635,Faheem Paruk,RSA,,Unknown,Unknown,True
,800579520,Theo Turton,GBR,,Unknown,Unknown,True
,800668312,Marton Howe,GBR,,Unknown,Unknown,True
,800762385,Charlie Parselle,GBR,,Unknown,Unknown,True
,800572516,Connor Williams,GBR,,Unknown,Unknown,True
,800766268,Charlie Gill,GBR,,Unknown,Unknown,True
,800764547,Max Bland,GBR,,Unknown,Unknown,True
,800561541,Miguel Duarte Silva,POR,,Unknown,Unknown,True
,800516035,Kim Sikka,GBR,,Unknown,Unknown,True
,800709602,Joshua Garcia Roosendaal,NED,,Unknown,Unknown,True
,800678091,Niek Gijsen,NED,,Unknown,Unknown,True
,800760937,Matteo Bon,AUT,,Unknown,Unknown,True
,800836277,Mark Trbic,AUS,,Unknown,Unknown,True
,800647921,Uros Bigic,SLO,,Unknown,Unknown,True
,800709921,Benjamin Nauth,GER,,Unknown,Unknown,True
,800815948,Gautier Isnard,FRA,,Unknown,Unknown,True
,800786155,Daniel Moravec,CZE,,Unknown,Unknown,True
,800682567,Christofer Tull,EST,,Unknown,Unknown,True
,800566155,Sandro Witschi,SUI,,Unknown,Unknown,True
,800746989,NOAH KIM,KOR,,Unknown,Unknown,True
,800777775,Gen Otsuka,JPN,,Unknown,Unknown,True
,800856261,Hasan Mehrican,TUR,,Unknown,Unknown,True
,800701000,Karl Martin Feig,GER,,Unknown,Unknown,True
,800705699,Alan Wojciechowski,POL,,Unknown,Unknown,True
,800595829,Miguel Bretag,GER,,Unknown,Unknown,True
,800664846,Denys Stadnik,UKR,,Unknown,Unknown,True
,800833814,Abolfazl Alavi Saadatloo,IRI,,Unknown,Unknown,True
,800712273,Roham Arabshahi,GER,,Unknown,Unknown,True
,800575226,Arda Sabokrouh,IRI,,Unknown,Unknown,True
,800552888,Mohammad parsa Afsari,IRI,,Unknown,Unknown,True
,800527103,Amirreza Armioun,IRI,,Unknown,Unknown,True
,800693225,Parham Siavash,IRI,,Unknown,Unknown,True
,800692102,Younes Malekpoor,IRI,,Unknown,Unknown,True
,800507084,Tuncay Duran,TUR,,Unknown,Unknown,True
,800555291,Daria Doragahi,IRI,,Unknown,Unknown,True
,800532297,Adam Gestinger,CZE,,Unknown,Unknown,True
,800667630,Nima Nourani,IRI,,Unknown,Unknown,True
,800484294,Baran Soyler,TUR,,Unknown,Unknown,True
,800754660,Davi Leao Werkema Campos,BRA,,Unknown,Unknown,True
,800752732,Lorenzo Freitas,BRA,,Unknown,Unknown,True
,800726239,Jack Ford,GBR,,Unknown,Unknown,True
,800541409,Oliver Brooker,GBR,,Unknown,Unknown,True
,800689831,Baptiste Ruidant,BEL,,Unknown,Unknown,True
,800655503,Leo Distler,GER,,Unknown,Unknown,True
,800785871,Nick Van Den Hoek,SUI,,Unknown,Unknown,True
,800515333,Philipp Widmer,SUI,,Unknown,Unknown,True
,800709640,Pablo Emiliano Torres Lema,BOL,,Unknown,Unknown,True
,800821378,Luis Franklin Medrano Michel,BOL,,Unknown,Unknown,True
,800678362,Martin Luengo,CHI,,Unknown,Unknown,True
,800718002,Davi Berti Mariot,BRA,,Unknown,Unknown,True
,800804020,Santino Traverso,ARG,,Unknown,Unknown,True
,800758222,Thiago Manuel Pavon,ARG,,Unknown,Unknown,True
,800751957,Leonidas Zottos,ARG,,Unknown,Unknown,True
,800681410,Henri Larocque,CAN,,Unknown,Unknown,True
,800668349,Zachary Verret,GBR,,Unknown,Unknown,True
,800782789,Noam City,ISR,,Unknown,Unknown,True
,800602145,Fatih Halilagic,BIH,,Unknown,Unknown,True
,800662470,Filip Jevtic,BIH,,Unknown,Unknown,True
,800808777,Marino Kresic,CRO,,Unknown,Unknown,True
,800654691,Danin Saciragic,BIH,,Unknown,Unknown,True
,800631641,Ismar Basalic,BIH,,Unknown,Unknown,True
,800602283,Tim Stuffer,ITA,,Unknown,Unknown,True
,800773841,Mauricio Cantu Hernandez,MEX,,Unknown,Unknown,True
,800740470,Agastya Singh,USA,,Unknown,Unknown,True
,800721206,Aaryath Arjunan,USA,,Unknown,Unknown,True
,800804077,Daniel Naidoo,RSA,,Unknown,Unknown,True
,800815055,Sean Wilson,RSA,,Unknown,Unknown,True
,800706046,Niklas Florian Hollerer,AUT,,Unknown,Unknown,True
,800772837,Christopher Dencker,SWE,,Unknown,Unknown,True
,800665552,Axel Lundby Eskeland,NOR,,Unknown,Unknown,True
,800674678,Valdemar Spillemose Andersen,DEN,,Unknown,Unknown,True
,800840760,Jung-Kuang Yang,TPE,,Unknown,Unknown,True
,800732178,Adam Aal Niyaz,MDV,,Unknown,Unknown,True
,800808267,Brandon Hsiung,USA,,Unknown,Unknown,True
,800762348,YU HSUAN LIN,TPE,,Unknown,Unknown,True
,800712718,Roman SANCHEZ,FRA,,Unknown,Unknown,True
,800742869,Timeo Malandain,FRA,,Unknown,Unknown,True
,800694509,Eliot FELLMANN,FRA,,Unknown,Unknown,True
,800749128,Shengyu Wang,CHN,,Unknown,Unknown,True
,800751723,Giacomo Bruzzi,ITA,,Unknown,Unknown,True
,800751000,Marco Pilger,GER,,Unknown,Unknown,True
,800748600,Viktor Cenov,BUL,,Unknown,Unknown,True
,800562091,Nicolas Gilliot,FRA,,Unknown,Unknown,True
,800721872,Ido Som,ISR,,Unknown,Unknown,True
,800508738,Melos Nallbani,KOS,,Unknown,Unknown,True
,800590513,Stiven Uretsky,ISR,,Unknown,Unknown,True
,800590066,Sushanth Srinivasan,GBR,,Unknown,Unknown,True
,800767616,JAN CASELLAS VILALTA,ESP,,Unknown,Unknown,True
,800828242,Malachi Obrien,GUM,,Unknown,Unknown,True
,800821420,Sehwan Kim,KOR,,Unknown,Unknown,True
,800738224,Yoshito Ukari,JPN,,Unknown,Unknown,True
,800816385,Soma Gohara,JPN,,Unknown,Unknown,True
,800746953,Shuhei Yamada,JPN,,Unknown,Unknown,True
,800719670,Daniel Perjesco,MDA,,Unknown,Unknown,True
,800667508,Vasileios Perlegkas,GRE,,Unknown,Unknown,True
,800654211,RARES STEFAN BURLACU,ROU,,Unknown,Unknown,True
,800587089,Martin Mitev,BUL,,Unknown,Unknown,True
,800704105,Laurentiu Marius Sabau,ROU,,Unknown,Unknown,True
,800808210,Alexey Borbot,RUS,,Unknown,Unknown,True
,800776968,Mohammed Zaahir Salar,IND,,Unknown,Unknown,True
,800825087,Nigel Cai,CAN,,Unknown,Unknown,True
,800556840,Haitam Aboufirassi,CAN,,Unknown,Unknown,True
,800688533,Lucca Benoit,CAN,,Unknown,Unknown,True
,800625747,Cole Cozens,CAN,,Unknown,Unknown,True
,800861307,Jonathan Schriefer,GER,,Unknown,Unknown,True
,800642987,Denis Yonchev,BUL,,Unknown,Unknown,True
,800645284,Miroslav Morozov,RUS,,Unknown,Unknown,True
,800690955,Ludwig Aberg,SWE,,Unknown,Unknown,True
,800680183,Filip Ingemarson,SWE,,Unknown,Unknown,True
,800680192,Konstantinos Lefakis,GRE,,Unknown,Unknown,True
,800671552,Nathaniel Herbert,GBR,,Unknown,Unknown,True
,800800518,Fabrice Ishimirwe Cyuzuzo,RWA,,Unknown,Unknown,True
,800798565,Don Divin Mutumbi,BDI,,Unknown,Unknown,True
,800742590,victor angelo cyubahiro,RWA,,Unknown,Unknown,True
,800692505,Natan Levin,LTU,,Unknown,Unknown,True
,800550880,Ronaldo Kershis,LAT,,Unknown,Unknown,True
,800662720,Felix Remann,GER,,Unknown,Unknown,True
,800676728,Albert Luca Dieac,ROU,,Unknown,Unknown,True
,800808091,Luca Flaig,GER,,Unknown,Unknown,True
,800724915,Janne van Wilgen,NED,,Unknown,Unknown,True
,800773295,Peter Yavichev,USA,,Unknown,Unknown,True
,800729111,Emiel Schippers,BEL,,Unknown,Unknown,True
,800560285,Platon Sobolev,RUS,,Unknown,Unknown,True
,800595400,Gianni Rauti,HKG,,Unknown,Unknown,True
,800680168,Cody Gray,USA,,Unknown,Unknown,True
,800656738,Rafael Muniz Padilha,BRA,,Unknown,Unknown,True
,800624555,Valter Davi Marques Albuquerque,BRA,,Unknown,Unknown,True
,800571849,Cesar Otondo,BOL,,Unknown,Unknown,True
,800854014,Anas Ghayad,EGY,,Unknown,Unknown,True
,800764530,Amdi KANE,FRA,,Unknown,Unknown,True
,800704529,Istvan Simon,HUN,,Unknown,Unknown,True
,800686705,Ahmad bahaa Sarouji,KSA,,Unknown,Unknown,True
,800761708,Yassin Mohamed Hussein,EGY,,Unknown,Unknown,True
,800793881,carlo ciampa,ITA,,Unknown,Unknown,True
,800763120,giovanni maniscalco basile,ITA,,Unknown,Unknown,True
,800811825,Alessandro Losapio,ITA,,Unknown,Unknown,True
,800568415,Simone Salvatore,ITA,,Unknown,Unknown,True
,800568753,Neirin Gilani,GBR,,Unknown,Unknown,True
,800690175,Yagiz Unal,TUR,,Unknown,Unknown,True
,800773830,Taylan YENIOGLU,TUR,,Unknown,Unknown,True
,800753382,Fawwaz Mustaqeem Kamaruzzaman,MAS,,Unknown,Unknown,True
,800671466,Justin Suryadi Setiawan,INA,,Unknown,Unknown,True
,800670544,Fabian Dapin Akbar Kusuma,INA,,Unknown,Unknown,True
,800746028,Mochammad Rizky Dinata,INA,,Unknown,Unknown,True
,800707068,Muhammad Faiz Habibi Rizqi Mahendra Mahendra,INA,,Unknown,Unknown,True
,800688542,Aidan Biss-Mantziounis,CAN,,Unknown,Unknown,True
,800594032,Kuangqing Xu,CHN,,Unknown,Unknown,True
,800705223,Filip Popadich,CAN,,Unknown,Unknown,True
,800834875,Taylor Yin,USA,,Unknown,Unknown,True
,800746896,Tifuh Fomukong,USA,,Unknown,Unknown,True
,800769519,Marcelo Smashey,USA,,Unknown,Unknown,True
,800668669,Alexander Di Staulo,USA,,Unknown,Unknown,True
,800683646,Emmanuel Alex,USA,,Unknown,Unknown,True
,800768078,Ian Layton,USA,,Unknown,Unknown,True
,800730533,Michael Seversen,USA,,Unknown,Unknown,True
,800761784,DJ Buchfeller,USA,,Unknown,Unknown,True
,800651966,Sebastian Johnson,USA,,Unknown,Unknown,True
,800665348,IOANNIS PSINDRIDES,CYP,,Unknown,Unknown,True
,800806430,Gabriel Lagstrm,FIN,,Unknown,Unknown,True
,800765335,Sebastian H Hammeleff,DEN,,Unknown,Unknown,True
,800793431,Jan-Elmar Sarapik,EST,,Unknown,Unknown,True
,800648911,kyung pyo Lee,KOR,,Unknown,Unknown,True
,800648248,Michael Heindl,GER,,Unknown,Unknown,True
,800595784,Ivan Aranitovic,MNE,,Unknown,Unknown,True
,800733125,Louis Brosius,GER,,Unknown,Unknown,True
,800738287,Tin Bratkovic,CRO,,Unknown,Unknown,True
,800547952,Pierandrea Valvasori,ITA,,Unknown,Unknown,True
,800592439,Edoardo Pezzato,ITA,,Unknown,Unknown,True
,800857343,Derin Kiral,USA,,Unknown,Unknown,True
,800856804,August Ki'Ili,USA,,Unknown,Unknown,True
,800753796,Edoardo Cazzani,ITA,,Unknown,Unknown,True
,800676157,Khai Rees,BAH,,Unknown,Unknown,True
,800696859,Sebastian Jose Pineda Menjivar,ESA,,Unknown,Unknown,True
,800590750,Cristian Pemueller,GUA,,Unknown,Unknown,True
,800675410,Jorge Mayorga,COL,,Unknown,Unknown,True
,800581592,Hans Frederick Niehorster,HON,,Unknown,Unknown,True
,800806398,Brook Worku,USA,,Unknown,Unknown,True
,800759615,Vibhuvan Konda,IND,,Unknown,Unknown,True
,800537767,Duarte Trocado,POR,,Unknown,Unknown,True
,800656720,Trishan Dhawan,IND,,Unknown,Unknown,True
,800560852,Ved Pawar,IND,,Unknown,Unknown,True
,800743211,Grace Roger NGOMA MOUSSOUA,CGO,,Unknown,Unknown,True
,800815104,Aras Irtem,TUR,,Unknown,Unknown,True
,800798728,Matteo Jansens,BEL,,Unknown,Unknown,True
,800661418,Benjamin nahuel Fracassi,ITA,,Unknown,Unknown,True
,800815071,Troy Jorgensen,RSA,,Unknown,Unknown,True
,800756204,Enzo Teixeira Domingues,BRA,,Unknown,Unknown,True
,800753762,Juan Camilo Ruiz Vargas,COL,,Unknown,Unknown,True
,800687134,Guilherme Ramundo,BRA,,Unknown,Unknown,True
,800753454,Pedro Guimaraes Simiao,BRA,,Unknown,Unknown,True
,800779660,Yihang Wang,CHN,,Unknown,Unknown,True
,800683337,Bosco Lee,HKG,,Unknown,Unknown,True
,800756658,Josef Vsetecka,CZE,,Unknown,Unknown,True
,800806027,Jorge Ramos,ESP,,Unknown,Unknown,True
,800719538,Mahefa Anthony RAKOTOMALALA,MAD,,Unknown,Unknown,True
,800673937,Nicolas Ntayagabiri,BDI,,Unknown,Unknown,True
,800740048,Dheer Rishit Shah,KEN,,Unknown,Unknown,True
,800600716,Aryan Humaney,IND,,Unknown,Unknown,True
,800748136,Iker Bejar Rosario,ESP,,Unknown,Unknown,True
,800576727,Zaid Murtuzov,RUS,,Unknown,Unknown,True
,800778732,Arkadiy Deriabkin,RUS,,Unknown,Unknown,True
,800779339,Khvicha Tsetskhladze,GEO,,Unknown,Unknown,True
,800761615,Erick Duffis,PAN,,Unknown,Unknown,True
,800601553,Murilo Honda Jara Honda,BRA,,Unknown,Unknown,True
,800796899,Alexander Totoian,USA,,Unknown,Unknown,True
,800773767,Alexander TOLMACHEV  NGUYEN,USA,,Unknown,Unknown,True
,800659448,Nathaniel Suh,USA,,Unknown,Unknown,True
,800575377,Sasha Kremliovsky,USA,,Unknown,Unknown,True
,800712537,Momchil Markov,BUL,,Unknown,Unknown,True
,800771908,Eric Nilsson,SWE,,Unknown,Unknown,True
,800790446,Liam Duveskog,SWE,,Unknown,Unknown,True
,800577126,Mads Tvede,DEN,,Unknown,Unknown,True
,800586202,Alexey Korneenko Zhilyaev,RUS,,Unknown,Unknown,True
,800672415,Sarvar Ibrokhimov,UZB,,Unknown,Unknown,True
,800627603,Oscar Lopez,COL,,Unknown,Unknown,True
,800724602,William Delach,USA,,Unknown,Unknown,True
,800716667,Yitzak Alejandro Higuera Avilez,MEX,,Unknown,Unknown,True
,800621819,Juan Jose Vallejo Nieto,COL,,Unknown,Unknown,True
,800743814,Martin Jurena,SVK,,Unknown,Unknown,True
,800775003,Lezley Noe Jemusse,MOZ,,Unknown,Unknown,True
,800743135,Theo Victor Chivasera Chivasera,BOT,,Unknown,Unknown,True
,800804554,Jone Flard,SWE,,Unknown,Unknown,True
,800759885,Peder Herman Andreas Nordbo,NOR,,Unknown,Unknown,True
,800781287,Rasmus Kjaer Skovgaard,DEN,,Unknown,Unknown,True
,800763925,Lowe Nilsson,SWE,,Unknown,Unknown,True
,800734243,Alfred Figge,DEN,,Unknown,Unknown,True
,800728292,Levent Sabrioglu,TUR,,Unknown,Unknown,True
,800781412,Stamatios-Andreas Fountoukos,GRE,,Unknown,Unknown,True
,800786069,Dmytryi Medvedev,UKR,,Unknown,Unknown,True
,800810388,Kakeru Nishimura,JPN,,Unknown,Unknown,True
,800680198,Richi Hamada,JPN,,Unknown,Unknown,True
,800643759,Sota Miyazaki,JPN,,Unknown,Unknown,True
,800752787,Iskander Yagmyrow,TKM,,Unknown,Unknown,True
,800589725,Justin Nulac,FRA,,Unknown,Unknown,True
,800694594,Eliot Potier,FRA,,Unknown,Unknown,True
,800738730,Wassim Belrhoudan,BEL,,Unknown,Unknown,True
,800750082,Zach Jooste,RSA,,Unknown,Unknown,True
,800679091,Lincoln Boshoff,RSA,,Unknown,Unknown,True
,800665711,Christian Ottaviani,ITA,,Unknown,Unknown,True
,800668028,Ivan Bobetic,CRO,,Unknown,Unknown,True
,800739774,Dino Tanovic,BIH,,Unknown,Unknown,True
,800755634,Alvise Salter,ITA,,Unknown,Unknown,True
,800649486,Andrea Klaric,CRO,,Unknown,Unknown,True
,800763248,Samuel Ava,MRI,,Unknown,Unknown,True
,800716945,Fortune Emmanuel,NGR,,Unknown,Unknown,True
,800684004,Edwin Daniel Kossi NIMRONGAR,TOG,,Unknown,Unknown,True
,800630918,paul graffin,FRA,,Unknown,Unknown,True
,800580725,Aaryavir Kothari,IND,,Unknown,Unknown,True
,800552742,Jake Lam Hau Ching,MRI,,Unknown,Unknown,True
,800651588,Jayanth Tammineedi,IND,,Unknown,Unknown,True
,800688921,Ege cakin,TUR,,Unknown,Unknown,True
,800672798,Danail Petrov,BUL,,Unknown,Unknown,True
,800701753,Nikola Tasic,SRB,,Unknown,Unknown,True
,800646587,Trung Khang Nguyen,VIE,,Unknown,Unknown,True
,800721217,M Fauzan Nurrahman,INA,,Unknown,Unknown,True
,800731969,Mika Sheth,IND,,Unknown,Unknown,True
,800576597,Ayden Petrin,IRL,,Unknown,Unknown,True
,800675760,Toby Welsh,GBR,,Unknown,Unknown,True
,800835786,Mert Yakut,TUR,,Unknown,Unknown,True
,800683103,Lazare Sutiashvili,GEO,,Unknown,Unknown,True
,800716688,Hugo Bocq,BEL,,Unknown,Unknown,True
,800711325,Maxime Targett,BEL,,Unknown,Unknown,True
,800575383,Svetlan Zigic,BIH,,Unknown,Unknown,True
,800708646,Daniel Carvalho Becker,BRA,,Unknown,Unknown,True
,800765258,Gilbert Omwitsa Wechuli,KEN,,Unknown,Unknown,True
,800726157,Abdulaziz Alandijani,KSA,,Unknown,Unknown,True
,800799234,Pablo De Haro Esteban,ESP,,Unknown,Unknown,True
,800844476,Abdaar Ali,PAK,,Unknown,Unknown,True
,800597372,Christopher Bennett Wirahadipoernomo,INA,,Unknown,Unknown,True
