Tourney_Date,Year,Surface,Round,p1_id,p2_id,elo_diff,surface_elo_diff,age_diff,target
2023-01-03,2023,Carpet,R128,800568553.0,800591001.0,49.213402782658704,43.03566063715198,0.0,1
2023-01-03,2023,Carpet,R64,800555653.0,800671405.0,-69.00939089910321,-52.17137851475081,0.0,1
2023-01-03,2023,Carpet,R128,800584225.0,800630743.0,44.27712202432258,39.79285449414874,0.0,1
2023-01-03,2023,Carpet,R128,800574841.0,800562389.0,-58.14826823278008,-25.263735904610712,0.0,0
2023-01-03,2023,Carpet,QF,800685195.0,800630743.0,72.1425275431211,68.72142526947209,0.0,0
2023-01-03,2023,Hard,R128,800569897.0,800521350.0,-71.03384181516776,-31.965841729283966,0.0,1
2023-01-03,2023,Carpet,R64,800593837.0,800568553.0,-117.27793603405098,-111.99525800627111,0.0,1
2023-01-03,2023,Hard,R64,800660727.0,800553050.0,-88.45084791969134,-77.47591743113367,-2.0,1
2023-01-03,2023,Hard,QF,800576680.0,800660727.0,162.36305456513787,46.844459096069386,2.0,1
2023-01-03,2023,Hard,R128,800665273.0,800553050.0,-116.34857263707431,-103.71145786381385,-2.0,0
2023-01-03,2023,Hard,R64,800548995.0,800548992.0,-3.0091333174812007,-5.616814282810083,0.0,1
2023-01-03,2023,Hard,QF,800621493.0,800590640.0,-15.746768160910733,-29.76792391807544,0.0,0
2023-01-03,2023,Carpet,R128,800542027.0,800685195.0,-213.2189026975882,-196.79497057645472,0.0,0
2023-01-03,2023,Carpet,QF,800593837.0,800578963.0,-172.63459984570272,-156.5409048243905,0.0,0
2023-01-03,2023,Carpet,R64,800567648.0,800555653.0,220.84713726785935,177.74715917544972,0.0,0
2023-01-03,2023,Hard,R64,800569897.0,800590640.0,-69.16291137182748,-39.790244349786235,0.0,1
2023-01-03,2023,Hard,R128,800522424.0,800660727.0,-94.64672448901933,-87.26468357126032,2.0,0
2023-01-03,2023,Carpet,R64,800547390.0,800638451.0,54.95901702882088,54.485741023134324,0.0,1
2023-01-03,2023,Carpet,R128,800593837.0,800577991.0,105.10985020250064,94.93753084787,0.0,1
2023-01-03,2023,Carpet,R64,800672033.0,800630743.0,15.548258693362186,12.991961456661102,-1.0,0
2023-01-03,2023,Carpet,R128,800547017.0,800566644.0,70.3718173486825,65.61930034446277,0.0,0
2023-01-03,2023,Carpet,R64,800621382.0,800635933.0,141.91888757306174,144.76192229371486,0.0,1
2023-01-03,2023,Carpet,R64,800572217.0,800566644.0,35.54527430548205,6.321887701588821,0.0,0
2023-01-03,2023,Carpet,R64,800527221.0,800578963.0,-119.14915225895425,-104.89488053999071,0.0,0
2023-01-03,2023,Hard,R128,800597673.0,800590640.0,-114.8080486437434,-112.59808170026167,-2.0,0
2023-01-03,2023,Carpet,R128,800579124.0,800621382.0,-161.957433266512,-164.9167389433212,0.0,0
2023-01-03,2023,Carpet,QF,800621382.0,800575334.0,0.1040925561471795,33.304413475698084,0.0,1
2023-01-03,2023,Hard,R128,800576680.0,800659461.0,237.38963586539876,122.33627573907415,0.0,1
2023-01-03,2023,Hard,R128,800548995.0,800702783.0,13.225225468285771,9.261336913728883,0.0,1
2023-01-03,2023,Carpet,R64,800709632.0,800648991.0,-46.633662534159384,-45.27637678752831,0.0,1
2023-01-03,2023,Carpet,R128,800527221.0,800546815.0,-42.050061409169075,-21.537908912404873,0.0,1
2023-01-03,2023,Hard,R128,800672454.0,800640047.0,-107.41673153343186,-107.48601077208605,1.0,0
2023-01-03,2023,Carpet,R64,800647802.0,800564874.0,99.54340590854576,99.54340590854576,-1.0,1
2023-01-03,2023,Carpet,F,800678868.0,800578963.0,131.6941036922426,115.3687381108773,0.0,1
2023-01-03,2023,Hard,QF,800640047.0,800550801.0,123.3250427632313,115.51266941583913,-2.0,1
2023-01-03,2023,Carpet,R128,800575334.0,800565961.0,72.55487885000048,47.54085488865303,1.0,1
2023-01-03,2023,Carpet,SF,800621382.0,800678868.0,-157.8810950856564,-101.74861085401244,0.0,0
2023-01-03,2023,Carpet,R128,800550814.0,800678868.0,-317.2443014296141,-229.65052856205307,0.0,0
2023-01-03,2023,Carpet,QF,800647802.0,800709632.0,25.85503271812172,24.70075077229967,-1.0,0
2023-01-03,2023,Carpet,R64,800562389.0,800678868.0,-255.90630829486986,-170.07347021901614,0.0,0
2023-01-03,2023,Carpet,R128,800647802.0,800575323.0,21.403580240504198,22.81967980807144,-1.0,1
2023-01-03,2023,Hard,QF,800548995.0,800586515.0,-164.24156263157806,-122.69146385966451,0.0,1
2023-01-03,2023,Carpet,QF,800555653.0,800678868.0,-367.06896932166455,-262.2208121958547,0.0,0
2023-01-03,2023,Hard,R64,800568588.0,800568357.0,169.56956781012195,143.6240524299917,1.0,1
2023-01-03,2023,Hard,R64,800598657.0,800586515.0,-166.89222081598837,-111.86766480974461,0.0,0
